1031,464,1137,446,1150,527,1044,545
670,223,751,199,758,221,676,245
937,189,1054,153,1058,168,942,204
709,246,756,233,761,250,713,264
668,256,711,247,714,265,672,274
837,167,927,137,931,150,841,180
967,512,1023,508,1024,523,968,527
817,109,866,96,868,107,820,120
925,116,964,103,967,114,929,127
780,217,822,205,826,220,785,232
931,170,1007,147,1011,162,936,185
774,127,799,115,804,128,779,140
837,137,904,115,907,126,841,148
814,121,877,97,882,109,818,134
784,135,807,124,813,136,789,147
769,117,802,101,807,112,774,128
776,201,815,188,819,202,780,215
827,204,869,191,873,206,831,218
824,152,896,127,901,142,828,167
928,137,952,130,955,141,932,148
957,127,1000,116,1003,129,960,140
