349,348,470,336,472,357,351,369
354,310,460,297,465,337,359,350
351,132,426,123,428,139,353,148
836,173,881,168,884,198,840,203
151,232,234,215,240,246,157,263
341,258,401,250,403,262,342,270
233,325,290,311,297,338,239,352
216,275,293,261,303,314,225,328
398,283,470,275,472,298,401,306
342,288,393,283,395,305,344,310
768,191,807,183,816,231,777,239
839,289,882,278,887,298,844,309
415,237,454,234,455,248,416,251
430,250,462,246,464,258,431,261
376,240,411,236,412,250,377,253
405,253,431,250,432,262,406,265
345,243,379,240,380,253,346,257
779,168,808,162,812,181,782,187
