296,41,485,38,485,92,297,95
375,5,511,-1,512,35,376,41
274,143,366,145,366,158,274,155
264,200,342,203,342,215,263,212
259,130,368,132,368,146,259,144
265,5,391,1,392,41,267,45
266,183,325,186,324,197,265,194
382,112,439,115,438,129,381,126
374,226,425,230,424,242,373,239
376,211,434,213,434,227,375,224
257,270,282,272,281,284,256,282
262,253,330,256,330,269,262,266
266,209,329,210,328,222,266,221
375,256,411,260,409,273,373,268
263,160,303,161,302,173,263,171
373,242,411,246,410,257,372,253
266,116,319,120,319,132,265,128
380,127,417,129,416,145,379,142
