224,89,357,100,354,138,221,128
91,188,180,189,180,203,91,202
92,116,206,121,204,159,90,154
94,375,184,364,186,382,96,393
133,474,215,459,217,475,135,490
90,75,185,81,182,120,88,115
299,367,371,358,372,373,301,382
98,449,155,441,157,456,100,464
101,531,149,521,152,537,105,547
93,255,155,253,155,268,94,270
210,129,319,134,317,167,209,162
99,492,135,486,138,500,101,506
308,327,368,323,369,335,309,339
95,340,168,332,169,349,96,356
93,413,137,407,139,422,95,428
282,403,340,393,342,406,284,416
93,268,143,267,143,280,93,281
93,304,139,302,140,316,94,318
168,298,227,293,228,310,169,315
157,441,190,434,192,448,160,455
291,340,350,335,351,347,292,352
171,332,237,325,238,341,172,349
134,221,191,223,190,237,133,236
339,391,372,387,373,400,341,405
153,406,192,399,194,413,155,419
92,224,132,223,132,236,92,238
184,264,223,262,223,277,185,278
258,333,310,329,311,341,259,345
323,136,357,134,359,166,325,168
135,267,182,265,183,278,135,280
142,300,165,300,165,315,142,315
255,407,281,403,283,418,257,421
271,313,308,308,309,320,273,325
