1093,15,1241,-21,1251,25,1103,60
690,335,800,330,801,347,691,352
708,315,793,311,794,328,709,332
1079,126,1153,114,1156,138,1082,150
671,166,751,165,751,191,671,192
680,247,732,242,735,264,682,269
749,241,803,237,804,259,750,263
733,165,802,164,803,189,734,189
717,99,765,98,765,113,718,114
684,46,739,45,740,67,685,69
739,44,793,49,791,71,737,66
1095,97,1163,84,1168,110,1099,123
904,85,960,73,966,103,910,114
683,79,725,79,726,95,683,95
648,84,681,82,682,98,649,100
725,80,758,80,758,94,726,94
777,82,801,85,800,97,775,95
756,80,773,81,773,94,755,93
