30,259,93,252,95,269,32,275
1199,333,1254,328,1256,358,1201,362
1182,222,1240,212,1246,245,1187,255
1015,71,1085,25,1110,65,1040,111
547,386,640,378,642,395,548,403
506,78,566,66,571,88,510,101
584,300,650,296,652,319,586,323
190,148,264,167,255,206,180,187
572,200,642,195,644,221,574,225
516,205,572,200,574,227,518,232
33,275,96,270,97,283,34,288
1101,188,1131,188,1131,207,1101,207
525,310,571,303,574,325,528,332
521,104,554,98,557,115,524,121
33,174,93,168,95,192,36,198
568,69,595,69,595,89,568,89
595,70,622,70,623,88,595,88
559,99,597,96,599,114,560,117
