802,204,875,209,874,231,801,226
309,57,405,65,402,91,307,83
568,324,610,326,609,368,566,367
300,117,416,124,415,140,299,133
119,39,225,46,223,77,117,70
50,70,136,74,135,95,49,91
321,83,388,88,387,107,320,102
73,96,143,99,143,115,72,112
144,100,210,104,209,119,144,115
153,115,212,121,211,136,151,129
53,39,114,40,114,66,53,65
3,112,54,116,53,129,2,125
212,102,257,106,256,123,211,119
102,113,153,117,152,132,101,128
40,96,70,98,69,112,39,110
74,114,106,115,105,131,74,130
136,75,165,75,165,95,136,95
1241,156,1274,156,1275,173,1241,173
562,244,601,243,603,332,564,333
50,114,73,114,72,129,50,129
1,96,40,97,39,110,1,109
