285,282,488,256,493,297,290,323
222,441,397,413,401,435,225,464
303,377,427,362,430,388,306,403
492,250,639,232,644,275,497,293
245,191,345,181,347,206,248,215
438,220,516,215,519,250,440,256
415,416,509,405,512,428,418,440
437,171,516,161,518,182,439,191
370,174,438,170,440,194,372,199
577,150,649,144,651,167,579,173
343,225,435,217,438,259,346,266
188,197,245,192,247,216,189,221
648,143,696,138,698,160,650,165
537,156,579,152,580,176,539,179
524,206,565,200,571,236,529,243
519,162,550,157,553,176,522,181
