480,562,622,588,619,605,477,578
188,324,250,318,252,340,190,346
553,281,603,276,605,295,555,300
180,298,248,293,250,319,182,324
184,255,252,254,252,267,184,268
44,253,102,242,109,284,51,294
160,226,210,225,211,237,160,238
174,269,250,267,250,282,174,284
559,321,608,317,609,334,561,339
539,225,625,209,629,233,543,248
218,225,267,227,266,239,218,237
769,208,836,203,838,225,770,229
158,242,207,240,207,253,159,255
559,300,608,295,610,313,561,319
220,240,264,241,264,252,220,251
997,242,1058,224,1066,255,1005,273
52,291,103,284,107,308,55,316
