756,93,838,54,855,92,774,131
268,243,339,240,340,255,269,259
215,268,278,267,279,282,215,284
22,-24,159,47,140,85,3,14
278,281,319,281,319,298,278,298
261,204,334,201,335,215,261,218
268,227,332,222,333,238,269,243
222,284,276,284,276,299,222,300
86,275,137,270,139,287,88,292
285,263,335,264,334,280,285,279
301,184,344,183,344,198,302,199
209,312,261,309,262,327,209,329
830,52,878,33,894,75,846,95
262,306,303,307,303,324,262,324
85,252,128,248,129,263,87,267
226,227,267,226,268,242,226,243
210,186,251,185,251,203,210,203
217,204,253,202,253,218,218,219
219,245,261,243,262,258,220,260
253,184,301,185,300,201,253,201
89,309,121,306,123,333,91,335
147,303,173,301,175,323,149,325
121,306,148,303,151,327,124,330
982,157,1022,146,1032,184,991,195
