199,160,298,160,298,201,198,201
560,228,608,225,609,247,561,250
231,195,281,195,281,212,231,212
224,222,290,223,290,237,224,236
259,391,290,388,291,401,260,403
911,224,964,220,965,236,912,241
244,237,290,239,289,252,243,249
228,406,255,405,255,418,228,420
266,374,303,371,304,384,267,387
217,393,249,392,250,404,218,405
259,403,285,402,286,416,260,417
241,376,268,374,269,387,242,389
826,224,852,224,852,237,826,237
635,227,659,227,659,246,635,245
226,377,240,376,241,388,227,388
210,236,250,237,250,250,209,249
