1082,347,1146,342,1147,367,1084,371
1093,447,1202,452,1201,467,1093,462
1113,374,1178,371,1179,390,1114,393
1101,413,1178,414,1178,435,1101,434
1025,350,1084,345,1086,370,1027,375
1063,465,1115,468,1115,482,1062,478
1010,446,1063,447,1062,462,1009,460
1106,467,1154,468,1154,483,1105,481
1034,375,1075,373,1076,394,1035,396
996,380,1034,376,1036,395,998,399
1065,449,1110,450,1109,464,1065,462
1074,377,1113,375,1114,392,1075,393
1071,416,1094,416,1094,433,1070,433
1049,412,1071,414,1069,432,1048,430
