1025,165,1102,159,1104,184,1027,190
497,170,566,169,566,189,497,190
533,139,564,138,564,158,533,158
603,251,669,249,670,272,604,275
495,191,579,190,579,209,496,211
541,212,622,210,623,227,542,230
606,188,668,186,668,205,607,207
1034,188,1126,187,1127,209,1034,210
617,205,708,198,710,234,620,241
526,234,570,233,570,252,527,253
498,214,539,213,540,230,499,232
669,188,704,186,704,203,670,204
528,255,567,254,567,273,528,273
501,257,529,257,529,276,501,276
571,253,596,252,596,272,571,272
575,189,606,188,607,205,575,205
502,235,527,235,527,254,502,254
966,190,1032,186,1034,212,968,216
