1023,352,1222,348,1223,406,1024,410
1040,404,1208,407,1207,437,1039,434
734,203,907,201,908,237,734,239
192,240,269,248,267,272,190,264
190,619,348,625,348,641,190,636
1022,164,1057,164,1057,177,1022,177
745,352,788,351,788,361,745,361
1020,53,1055,56,1054,72,1019,69
799,319,854,322,853,334,798,331
107,270,141,272,139,290,106,287
361,427,386,428,386,440,361,440
873,320,924,321,924,333,872,332
758,182,793,181,794,194,759,195
787,301,814,302,813,313,786,312
851,241,911,243,911,256,851,254
85,307,134,310,133,329,84,326
1043,179,1072,180,1072,191,1042,190
815,301,846,302,846,313,815,312
809,241,858,243,858,257,809,254
1018,179,1044,179,1044,191,1018,190
104,287,139,290,137,310,103,307
389,622,472,613,475,642,392,651
845,320,873,321,873,333,845,332
742,291,771,293,771,305,742,304
