1131,194,1234,177,1238,201,1135,217
994,200,1129,183,1134,219,998,237
1082,250,1147,244,1149,264,1084,270
993,257,1082,253,1083,269,994,273
935,206,993,201,996,236,938,241
1178,318,1241,321,1241,334,1177,331
975,314,1029,317,1029,328,974,326
1042,280,1094,282,1093,302,1042,300
1110,315,1169,318,1168,332,1109,329
996,375,1054,378,1053,391,996,387
1028,313,1080,316,1080,330,1028,328
1050,379,1114,383,1114,395,1049,391
1096,282,1137,283,1137,303,1096,302
1152,382,1183,384,1182,398,1151,396
1117,379,1152,382,1151,397,1115,393
1010,283,1037,284,1036,300,1009,299
967,261,991,262,991,273,967,273
1077,314,1110,316,1109,331,1076,329
