105,40,168,17,174,35,112,59
15,395,63,378,67,389,19,406
1065,143,1103,138,1105,158,1067,162
257,350,295,335,303,353,265,369
157,298,218,292,219,303,158,309
163,325,206,320,207,330,164,335
168,13,200,5,204,21,172,30
158,248,192,243,193,253,160,257
419,274,468,267,470,281,420,287
53,271,109,261,114,292,59,302
350,282,394,275,397,289,352,296
371,295,401,291,402,303,372,307
129,278,173,271,175,282,131,289
139,301,168,298,169,309,141,312
165,272,207,269,208,279,166,282
396,277,418,274,420,287,398,290
