602,121,634,116,634,130,602,136
631,116,657,115,658,128,630,129
659,115,699,117,697,129,659,127
608,225,650,223,650,242,608,244
356,269,407,268,409,279,354,281
680,277,717,279,717,304,680,302
244,294,287,294,286,305,245,306
608,410,669,412,669,423,607,421
233,124,291,156,286,190,230,155
14,163,62,163,63,203,15,202
603,179,721,176,720,204,606,206
642,248,708,244,713,268,641,271
601,253,650,250,651,272,600,278
597,279,676,277,677,303,596,304
915,132,999,68,1007,122,921,181
602,135,739,136,735,173,600,175
