688,48,735,47,736,67,687,67
742,48,786,49,787,68,741,67
679,80,719,80,720,96,678,96
727,79,779,80,779,95,728,94
773,80,805,82,803,99,771,95
651,83,683,82,683,97,652,99
716,98,766,98,766,113,715,114
915,85,965,74,968,103,919,115
1100,93,1161,85,1161,115,1102,121
1082,124,1147,114,1150,140,1086,150
1103,148,1154,137,1160,160,1107,173
666,167,805,164,805,189,667,192
752,239,810,237,810,262,754,263
680,248,765,240,765,262,681,270
704,315,791,308,795,325,704,332
690,337,809,327,810,343,693,353
1094,18,1225,0,1231,25,1098,61
