989,57,1013,54,1015,84,990,87
948,0,999,0,1004,3,955,24
1007,49,1077,32,1080,60,1011,80
945,71,994,58,999,86,950,100
939,104,1008,93,1009,123,940,132
1082,165,1121,161,1123,189,1083,192
987,170,1073,163,1074,193,991,200
938,184,984,179,986,205,938,207
1018,207,1106,202,1108,234,1019,238
948,216,1020,213,1020,238,947,241
942,290,988,291,986,319,941,316
997,288,1078,294,1078,324,992,317
962,323,1028,333,1026,361,957,348
1031,333,1120,338,1120,368,1028,362
786,453,828,465,826,497,782,490
839,466,893,485,889,513,833,495
764,29,892,0,909,6,778,58
1010,84,1109,64,1117,96,1017,119
1112,200,1280,184,1280,224,1114,238
976,412,1077,441,1078,473,973,444
761,261,962,291,946,408,753,382
1076,435,1280,483,1280,546,1055,497
