308,183,350,184,350,199,307,199
213,188,254,186,255,200,215,203
252,186,301,186,300,200,253,201
223,205,260,203,261,217,225,220
233,228,273,225,272,242,233,243
224,244,268,243,268,259,225,260
296,264,333,263,333,279,296,280
93,277,140,274,141,288,93,290
281,282,321,281,321,296,282,298
226,285,277,283,278,299,228,301
152,304,178,302,178,323,153,323
128,307,155,305,156,326,130,329
263,308,309,307,309,322,263,324
211,313,262,311,263,326,211,328
249,204,342,201,340,216,247,220
269,224,344,219,343,237,270,241
275,242,348,236,347,255,276,259
222,267,303,263,304,281,221,285
32,0,171,46,165,81,21,18
778,90,874,40,880,86,783,138
