143,74,171,78,170,98,142,94
0,96,39,98,38,113,0,111
43,95,76,98,73,115,41,111
214,104,260,106,260,122,212,119
4,112,57,115,58,129,4,127
70,114,107,117,105,133,69,130
103,116,154,118,153,133,102,131
157,119,217,121,215,135,155,132
0,33,52,39,51,68,0,62
62,28,119,33,115,70,61,65
125,39,233,46,232,76,124,69
0,65,52,68,49,89,0,86
304,54,402,60,404,88,307,83
54,68,134,74,133,96,55,90
306,82,390,86,391,108,308,104
75,92,154,99,152,118,79,111
140,99,211,106,203,123,138,118
294,118,414,126,416,142,295,133
804,205,875,207,873,231,803,229
563,328,605,326,608,364,565,367
